symbol,year,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
FIZZ,2003,35,41,18.7,-89.4,60.3,60.3,0.2,136.4,56.6,1.2,14.8,13.1,2,28.7,218.2,0.3,,1.7,1.9,,3.1,6.2,0,2003-05-03,60.4,143.8,43.8,0,,3.0388,218.2,1.5,143.3,74.9,0.3,41,-12.6
FIZZ,2002,30.8,43,21,-83.6,42.6,42.6,0.2,123.9,53.7,0,12.1,13.1,2,31,205.7,11,,1.6,1.9,,3.2,6,0,2002-04-27,60.7,126.3,43.7,0,,2.6407,205.7,11,125.7,80,11,43,-12.4
FIZZ,2001,37.7,41.1,20.1,-77.9,39.6,39.6,0.2,120.3,57.8,,10.2,13.1,2.1,31.7,203.9,24.1,,1.3,0.1,,3.2,6.1,0,2001-04-28,62.2,109.7,43.6,0,,2.2523,203.9,24.1,108.5,95.4,24.1,41.1,-12.1
FIZZ,2000,37.2,39.1,19.6,-71.9,38.5,38.5,0.2,113.7,58.8,,8,10.7,5,29.1,197.8,33.9,,1.5,1.9,,3.4,5.9,0,2000-04-29,62.4,94.7,43.6,0,,1.9014,197.8,33.9,93.7,104.1,33.9,39.1,-11.9
FIZZ,1999,30.2,34.6,15,-67.8,37.5,37.5,0.2,104.1,46.6,0,8.3,9.6,4.9,25.2,180.4,40.3,,2,1.4,,3.1,5.7,0,1999-05-01,56.1,81.1,44.1,0,,1.644,180.4,40.3,82,98.4,40.3,34.6,-9.7
FIZZ,1998,37.1,35.8,18.6,-62.4,40.4,40.4,0.2,107.3,56.9,0.4,8.3,10.1,4.9,23.4,182.3,41.6,,2.2,0.9,0,5.5,4.1,0,1998-05-02,55.9,68,44.4,0,,1.3514,182.3,42,70,112.3,41.6,35.8,-8.4
FIZZ,1997,28.5,27.3,17.9,-56.6,37.3,37.3,0.2,96.2,48.5,0.7,7.2,10.6,4.9,23.6,170.9,55,,1.8,1.4,0,3.4,3.8,0,1997-05-03,55.4,54.9,44.3,0,,1.0429,170.9,55.8,56.7,114.2,55,27.3,-8.4
FIZZ,1996,38.2,33.7,17.5,-53.9,35.2,35.2,0.1,101.6,58,0.9,6.8,10.4,4.8,23,177.6,62.6,,3.6,1.4,0,3.1,4.5,0,1996-04-27,56.2,44.2,44.7,0,,0.8233,177.6,63.5,47.1,130.5,62.6,33.7,-7.2
FIZZ,1995,35.9,32.1,19.8,-47.5,33.5,33.5,0.1,98.8,65.5,8.5,6.4,,11,22.6,162.6,43.2,,4.3,1.3,0,3.5,0.7,0,1995-04-29,52.1,36,44.6,0,,0.7332,162.6,51.7,43.9,118.7,43.2,32.1,-7.2
FIZZ,1994,38.8,29.7,21.7,-41,32.6,32.6,0,95.2,64.3,3.1,7.3,,11.4,24.2,162.6,51.7,,6.5,0.7,0,3,1.7,0,1994-04-30,54.3,28.4,44.6,0,,0.5516,162.6,54.8,36.2,126.3,51.7,29.7,-7.2
FIZZ,1993,40.9,27.9,14.9,-34.5,32,32,0,88.8,59,2.9,7.9,,11.7,21.7,158.9,70.4,,5.5,0.4,-4.6,2.7,3.1,0,1993-05-01,55.3,15.7,44.6,0,,0.1592,158.9,73.3,18.9,140,70.4,27.9,-7.2
FIZZ,1992,28.6,27.9,16.9,-29.4,17.3,17.3,0,76,54.9,3.6,7.7,,12.4,25.8,161.5,73.2,,3.8,5.8,-4.6,0,15.5,0,1992-05-02,57.6,22.4,44.6,0,,0.2937,161.5,76.8,25.7,135.8,73.2,27.9,-7.2
FIZZ,1991,20.5,24.6,14.9,-23.6,18,18,0,63.5,72.6,31.1,7.9,,13.1,18,149.9,48.7,,2,6.1,-4.6,0,16.3,0,1991-04-27,57,17.5,44.6,0,,0.1682,149.9,79.7,20.8,129.2,48.7,24.6,-7.2
PEP,2019,8013,7822,5042,-23698,5509,5738,23,17645,20461,2848,4091,15501,16043,3338,78547,29148,2683,0,4486,-14300,9979,5737,0,2019-12-28,20853,61946,1391,72,229,-12.04745,78547,32068,14786,63761,29148,7822,-36769
PEP,2018,7213,7142,4296,-22575,8721,8993,23,21893,22138,3953,3499,14808,15825,3128,77648,28295,2409,1997,6603,-15121,9114,5038,0,2018-12-29,17589,59947,1409,73,272,-11.43719,77648,32321,14518,63130,28295,7142,-34286
PEP,2017,6727,7024,4175,-21866,10610,19510,24,31027,20502,4020,3242,14744,13838,2947,79804,33796,2042,,4115,-13053,11283,854,0,2017-12-30,17240,52839,1420,1465,8900,-12.35,79804,39281,10889,68915,33796,7024,-32757
PEP,2016,6158,6694,4214,-20227,9158,16125,24,26450,21135,4401,4434,14430,13433,2723,73490,30053,1950,,3871,-13919,6669,531,0,2016-12-31,16591,52518,1428,2491,6967,-11.63655,73490,36945,11095,62395,30053,6694,-31468
PEP,2015,5546,6437,4078,-19430,9096,12009,24,23031,17578,3109,4959,14177,13081,2720,69667,29213,2311,,3883,-13319,5887,610,0,2015-12-26,16317,50472,1448,962,2913,-10.49033,69667,33284,11923,57744,29213,6437,-29185
PEP,2014,5127,6651,3968,-19056,6134,8726,25,20663,18092,4096,5304,14965,14088,3143,70509,23821,2689,0,3921,-10669,5744,767,0,2014-12-27,17244,49092,1488,980,2592,-7.71169,70509,28897,17438,53071,23821,6651,-24985
PEP,2013,4874,6954,4034,-18386,9375,9678,25,22203,17839,2224,5986,16613,16039,3409,77478,24333,2623,716,3625,-5127,4931,1320,0,2013-12-28,18575,46420,1529,3082,303,-5.3911,77478,29639,24279,53199,24333,6954,-21004
PEP,2012,4451,7041,3892,-17026,6297,6619,26,18720,17089,4815,5063,16971,16525,3581,74638,23544,2351,,3931,-5487,6543,799,0,2012-12-29,19136,43158,1544,0,322,-7.1755,74638,28359,22294,52344,23544,7041,-19458
PEP,2011,4083,6912,3686,-15442,4067,4425,31,17441,18154,6205,4995,16800,16445,3827,72882,20568,1566,,4180,-6229,8266,773,0,2011-12-31,19698,40316,1564,0,358,-8.0185,72882,26773,20588,52294,20568,6912,-17875
PEP,2010,3865,6323,3620,-13983,5943,6369,31,17569,15892,4898,4057,14661,13808,3372,68153,19999,2021,,3509,-3630,6729,871,0,2010-12-25,19058,37090,1581,0,426,-4.5515,68153,24897,21164,46989,19999,6323,-16745
PEP,2009,2881,4624,2947,-12241,3943,4135,30,12571,8756,464,659,6534,2623,2618,39848,7400,4573,,2464,-3794,5591,758,0,2009-12-26,12671,33805,1565,0,192,4.9527,39848,7864,16804,23044,7400,4624,-13383
PEP,2008,2846,4683,2843,-10889,2064,2277,30,10806,8787,369,226,5124,1860,2522,35994,7858,3883,,2729,-4694,6541,2543,0,2008-12-27,11663,30638,1553,0,213,3.3606,35994,8227,12106,23888,7858,4683,-14122
PEP,2007,2562,4389,2894,-10668,910,2481,30,10151,7753,0,646,5169,2044,2290,34628,4203,4354,,2297,-952,4792,1561,0,2007-12-29,11228,28184,1605,0,1571,6.3003,34628,4203,17234,17394,4203,4389,-10387
PEP,2006,2102,3725,2587,-9371,1651,2822,30,9130,6860,274,528,4594,1849,1926,29930,2550,3690,,1897,-2246,4624,831,0,2006-12-30,9687,24837,1638,0,1171,5.4969,29930,2824,15368,14562,2550,3725,-7758
PEP,2005,1799,3261,2445,-8464,1716,4882,30,10454,9406,2889,1434,4088,1616,1693,31727,2313,3485,,2273,-1053,4323,3217,0,2005-12-31,8681,21116,1656,0,3166,5.2029,31727,5202,14251,17476,2313,3261,-6387
PEP,2004,1862,2999,2246,-7781,1280,3445,30,8639,6752,1054,1216,4842,598,1541,27987,2397,3284,,1590,-886,4099,2475,0,2004-12-25,8149,18730,1679,0,2165,4.8434,27987,3451,13523,14464,2397,2999,-4920
PEP,2003,1789,2830,2094,-6927,820,2001,30,6930,6415,591,1261,4665,718,1412,25327,1702,2920,,1941,-1267,4075,2266,0,2003-12-27,7828,15961,1705,0,1181,3.8199,25327,2293,11874,13453,1702,2830,-3376
PEP,2002,1711,2531,1522,-6005,1638,1845,30,6413,6052,562,1718,4418,801,1342,23474,2187,2611,,2257,-1672,4226,1841,0,2002-12-28,7390,13464,1722,0,207,2.3688,23474,2749,9291,14183,2187,2531,-2524
PEP,2001,1396,2142,1650,-5304,683,1649,30,5853,4998,354,1496,3374,1467,1310,21695,2651,2871,,1598,-1646,3876,1254,0,2001-12-29,6876,11519,1756,0,966,2.168,21695,3005,8674,13021,2651,2142,-1268
PEP,2000,1210,1799,1532,-4101,864,1330,29,4604,3935,72,1361,3576,909,905,18339,2346,2978,0,1121,-1263,3448,834,0,2000-12-30,5438,15448,1446,0,466,1.9115,18339,2418,7249,11090,2346,1799,-7920
PEP,1999,1121,1704,1126,-3550,964,1056,29,4173,3788,233,1209,3808,927,899,17551,2812,2846,0,1308,-989,2861,531,0,1999-12-25,5266,14066,1455,0,92,1.4749,17551,3045,6881,10670,2812,1704,-7306
PEP,1998,1180,2453,1272,-5792,311,394,29,4362,7914,3921,2003,5131,3865,1016,22660,4028,1396,0,1541,-1059,2314,588,0,1998-12-26,7318,12800,1471,0,83,-1.7641,22660,7949,6401,16259,4028,2453,-6535
PEP,1997,1047,2150,1125,-5033,1928,2883,29,6251,4257,0,1697,2298,3557,732,20101,4946,1201,0,2085,-988,2265,533,0,1997-12-27,6261,11567,1502,0,955,0.7197,20101,4946,6936,13165,4946,2150,-4986
PEP,1996,4626,2516,,-7649,447,786,29,5139,5139,26,1778,2490,4646,1038,24512,8439,1375,,487,-768,2533,671,0,1996-12-28,10191,9184,1545,0,339,-0.332,24512,8465,6623,17889,8439,2516,-3023
PEP,1995,1556,2407,,-6881,382,1498,29,5546,5230,706,1885,2761,4823,1051,25432,8509,1635,0,2968,-808,2495,797,0,1995-12-30,9870,8730,1576,0,1116,-0.172,25432,9215,7313,18119,8509,2407,-1683
PEP,1994,1452,2051,,-6247,331,1488,14,5072,5270,679,1973,7842,,970,24792,8841,1295,0,3140,-471,1852,700,0,1994-12-31,9883,7739,1580,0,1157,-0.6241,24792,9519,6856,17936,8841,2051,-1361
PEP,1993,1390,1883,,-5394,227,1801,14,5109,6575,2191,2008,7930,,925,23706,7443,1091,0,2994,-184,1342,722,0,1993-12-25,8856,6542,1598,0,1574,-0.9956,23706,9634,6339,17367,7443,1883,-913
PEP,1992,1165,1589,,-4653,170,2058,14,4842,4324,707,1682,6959,,769,20951,7965,1708,0,2453,-99,1624,0,0,1992-12-26,7442,5440,1598,0,1889,-1.0031,20951,8672,5356,15596,7965,1589,-667
PEP,1991,1197,1482,,-3907,187,2036,14,4566,3722,228,1070,5932,,662,18775,7806,1682,0,2297,330,631,0,0,1991-12-28,6595,5470,1578,0,1849,-0.2452,18775,8034,5545,13230,7806,1482,-746
PEP,1990,1116,1415,,-3267,171,1816,14,4081,4771,1627,943,5845,,586,17143,5900,1506,0,2028,383,626,0,0,1990-12-29,5711,4753,1577,0,1645,-0.5967,17143,7526,4904,12239,5900,1415,-611
PEP,1989,1055,1240,,-2688,76,1534,14,3551,3692,866,857,5475,,546,15127,6077,971,0,1771,66,610,0,0,1989-12-30,5130,3978,1582,0,1458,-1.0013,15127,6943,3891,11236,6077,1240,-492
PEP,1988,881,979,,-2196,143,1618,5,3265,3874,1451,0,2582,,442,11135,2656,826,0,1541,24,1445,0,0,1988-12-31,4463,3330,1577,0,1475,0.3672,11135,4107,3161,7974,2656,979,-510
PEP,1987,725,886,,-1883,79,1353,5,2940,2723,646,0,1384,,433,9023,2579,581,0,1352,-10,1212,0,0,1987-12-26,4117,2777,1562,0,1273,0.7196,9023,3225,2509,6514,2579,886,-554
PEP,1986,859,820,,0,35,921,5,2504,2223,233,778,1285,,432,8029,2493,0,0,1132,-40,337,0,0,1986-12-27,4240,2357,2,0,886,387.5,8029,2865,2059,5970,2632,820,-549
PEP,1985,622,1024,65,0,26,912,5,2795,1836,344,814,196,,380,5861,1036,232,0,805,-41,211,67,0,1985-12-28,2572,2061,96,0,887,17.1042,5861,1507,1838,4023,1163,1024,-470
PEP,1984,506,640,64,-1079,28,813,5,2290,1625,284,621,164,,452,4950,541,97,143,771,-49,164,81,0,1984-12-29,2139,1679,94,0,785,17.9681,4950,971,1853,3097,686,640,-33
PEP,1983,406,647,,-1019,529,554,5,1885,1351,276,0,325,,376,4493,816,239,150,668,-41,532,0,0,1983-12-31,2043,1623,1684,0,24,0.8723,4493,1092,1794,2699,816,647,-37
PG,2020,12071,4178,9722,-23079,16181,16181,4009,27987,32976,2508,6199,39901,23792,5498,120700,23537,,,,-16164,11110,7478,0,2020-06-30,21542,100239,2479.7,8675,0,-7.28677,120700,34720,46521,74179,23537,4178,-105573
PG,2019,11260,4951,8713,-22122,4239,10287,4009,22473,30011,3388,6899,40273,24215,5017,115095,20395,,,341,-14947,10211,6863,0,2019-06-30,21271,94918,2504.7,6309,6048,-7.27512,115095,30092,47194,67901,20395,4951,-100406
PG,2018,10344,4686,7202,-21247,2569,11850,4009,23320,28237,2572,6163,45175,23902,4738,118310,20863,,,268,-14576,10164,5313,0,2018-06-30,20600,98641,2498,7851,9281,-7.10608,118310,31286,52293,66017,20863,4686,-99217
PG,2017,9632,4594,6575,-20255,5569,15137,4009,26494,30210,1676,8126,44699,24187,4624,120406,18000,,0,449,-14607,8254,5133,0,2017-06-30,19893,96124,2553.3,11878,9568,-5.76039,120406,31592,55184,65222,18038,4594,-93715
PG,2016,9325,4373,7052,-20481,7102,13348,4009,33782,30770,2760,9113,44350,24527,4716,127136,18916,,8692,2740,-15941,10325,5092,0,2016-06-30,19385,87953,2668,8893,6246,-4.71289,127136,30598,57341,69795,18945,4373,-82176
PG,2015,8138,4568,7246,-20408,6836,11603,4009,29646,29790,2772,9179,44622,25010,4979,129495,18327,,5788,2388,-12786,9149,10562,0,2015-06-30,19655,84807,2714.5,9246,4767,-3.05397,129495,30345,62419,67076,18327,4568,-77226
PG,2014,8461,6386,8288,-22123,8558,10686,4009,31617,33726,4307,10218,53704,30843,6759,144266,19747,,3941,1371,-7644,10535,5798,0,2014-06-30,22304,84990,2711,11299,2128,-6.0657,144266,35417,69214,75052,19811,6386,-75805
PG,2013,8777,6508,8828,-21346,5947,5947,4009,23990,30037,4506,10827,55188,31572,6909,139263,19085,,948,,-7472,10579,6847,0,2013-06-30,21666,80197,2742,7926,,-7.233,139263,31543,68064,71199,19111,6508,-71966
PG,2012,7920,6068,5147,-19856,4436,4436,4008,21910,24907,4083,10132,53773,30988,6721,132244,21080,,1001,3142,-9333,12090,5196,0,2012-06-30,20377,75349,2748,4615,,-8.194,132244,29778,63439,68805,21080,6068,-69604
PG,2011,8022,6275,5817,-20214,2768,2768,4008,21970,27293,2994,11070,57562,32620,7379,138354,22033,,1140,3473,-2054,9957,4909,0,2011-06-30,21293,70682,2766,6987,,-8.5958,138354,32014,67640,70714,22033,6275,-67278
PG,2010,7251,5335,4679,-17768,2879,2879,4008,18782,24282,564,10902,54012,31636,6384,128172,21360,,990,3880,-7822,10189,4498,0,2010-06-30,19244,64614,2843,7908,,-9.0784,128172,29832,61115,67057,21360,5335,-61309
PG,2009,5980,5836,4361,-17189,4781,4781,4007,21905,30901,6941,10752,56512,32606,6880,134833,20652,,1209,4240,-3358,9146,4348,0,2009-06-30,19462,57309,2917,9379,,-9.3737,134833,36972,63099,71734,20652,5836,-55961
PG,2008,6775,6761,4544,-17446,3313,3541,4002,24515,30958,1746,11805,59767,34233,8416,143992,23581,,2012,6555,3746,7864,4837,0,2008-06-30,20640,48986,3033,11338,228,-8.5302,143992,36665,69494,74498,23581,6761,-47588
PG,2007,5710,6629,9586,-15181,5354,5556,3990,24031,30717,2544,12015,56552,33626,6819,138014,23375,,1727,3382,617,5147,4265,0,2007-06-30,19540,41797,3132,9495,202,-7.9259,138014,35414,66760,71254,23375,6629,-38772
PG,2006,4910,5725,9587,-13111,6693,7826,3976,24329,19985,1930,12354,55306,33721,6291,135695,35976,,1611,3360,-518,4472,3569,0,2006-06-30,18770,35666,3179,198,1133,-8.6725,135695,38104,62908,72787,35976,5725,-34235
PG,2005,3802,4185,7531,-11993,6389,8133,2473,20329,25039,2606,2894,19816,4347,5006,61527,12887,,1081,2265,-1566,3230,2703,0,2005-06-30,14332,13204,2473,8835,1744,-3.3033,61527,24328,17477,44050,12887,4185,
PG,2004,3617,4062,7689,-11196,5469,5892,2544,17115,22147,1518,2261,19610,4290,4400,57048,12554,,958,2554,-1545,2808,1925,0,2004-06-30,14108,13611,2544,6769,423,-3.2028,57048,20841,17278,39770,12554,4062,
PG,2003,2795,3038,5512,-10438,5912,6212,1297,15220,12358,1093,1396,11132,2375,3640,43706,11475,,843,1879,-2006,2291,1875,0,2003-06-30,13104,13692,2594,1079,300,0.4237,43706,13647,16186,27520,11475,3038,
PG,2002,2205,3090,5330,-9721,3427,3623,1301,12166,12704,618,1077,10966,2464,3456,40776,11201,,521,1438,-2360,2088,1831,0,2002-06-30,13349,11980,2602,3113,196,-0.5219,40776,14932,13706,27070,11201,3090,
PG,2001,2075,2931,4631,-9726,2306,2518,1296,10889,9846,414,894,6969,1331,3384,34387,9792,,397,907,-2120,1845,2103,0,2001-06-30,13095,10451,2591,1819,212,0.7754,34387,12025,12010,22377,9792,2931,
PG,2000,2209,2910,3721,-9529,1415,1600,1306,10069,10065,283,625,7481,1305,3490,34194,8916,,309,925,-1842,2301,1647,0,2000-06-30,13692,10710,2612,2927,185,0.6753,34194,12126,12287,21907,8916,2910,
PG,1999,2300,2940,4083,-8774,2294,2800,1320,11358,10761,467,362,5707,1115,3338,32113,6231,,621,1228,-1606,2701,1307,0,1999-06-30,12626,10778,2640,2683,506,1.3087,32113,9381,12058,20055,6231,2940,
PG,1998,2051,2781,3942,-7972,1549,2406,1337,10577,9250,286,428,5854,1157,3284,30966,5765,,595,976,-1357,3287,1198,0,1998-06-30,12180,11144,2675,1995,857,1.2725,30966,8046,12236,18730,5765,2781,
PG,1997,2203,2738,3802,-7249,2350,3110,1351,10786,7798,323,559,2864,1085,3087,27544,4143,,661,944,-819,2998,1433,0,1997-06-30,11376,10730,2702,526,760,2.3087,27544,4992,12046,15498,4143,2738,
PG,1996,2366,2841,3851,-6994,2074,2520,686,10807,7825,420,638,3186,1095,3130,27730,4670,,598,492,-418,2875,1524,0,1996-06-30,11118,10382,2742,696,446,2.0259,27730,5786,11722,16008,4670,2841,
PG,1995,3616,3562,3494,-6713,2028,2178,687,10842,8648,970,531,3564,1008,3453,28125,5161,,804,568,65,3196,1685,0,1995-06-30,11026,8965,2746,0,150,1.4945,28125,6131,10589,17536,5161,3562,
PG,1994,3264,3115,2961,-5872,2373,2656,684,9988,8040,1375,347,3754,,2877,25535,4980,,716,440,-63,3336,1769,0,1994-06-30,10024,7496,2737,0,283,1.1458,25535,6355,8832,16703,4980,3115,
PG,1993,2911,3111,2838,-5392,2322,2628,682,9975,8287,1812,183,3762,,2903,24935,5174,,740,726,-99,3850,1713,0,1993-06-30,9485,6248,2727,0,306,0.6271,24935,6986,7441,17494,5174,3111,
PG,1992,2910,3341,2115,-5488,1776,1776,679,9366,7642,2002,1483,3861,,3311,24025,5223,,0,615,112,606,1102,0,1992-06-30,9696,7810,2715,0,0,1.1875,24025,7225,9071,14954,5223,3341,
PG,1991,2420,3024,1807,-4761,1384,1384,338,8435,6733,1969,1310,2882,,3190,20468,4111,,0,537,-56,578,878,0,1991-06-30,8273,6775,2705,0,0,1.0569,20468,6080,7736,12732,4111,3024,
PG,1990,2385,2647,1690,-4353,1407,1407,346,7644,5417,897,1258,2594,,2865,18487,3588,,0,445,44,706,813,0,1990-06-30,7436,6581,2770,0,0,1.4166,18487,4485,7518,10969,3588,2647,
PG,1989,2135,2090,1365,-3753,1587,1587,162,6578,4656,633,1335,2305,,2337,16351,3698,,0,523,-63,447,675,0,1989-06-30,6793,5587,2592,0,0,1.1227,16351,4331,6215,10136,3698,2090,
PG,1988,1835,1759,1116,-3392,1065,1065,169,5593,4224,902,1322,1944,,2292,14820,2462,,0,371,17,475,505,0,1988-06-30,6778,5688,2710,0,0,1.621,14820,3364,6337,8483,2462,1759,
PG,1987,1540,1557,1158,-2990,741,741,169,4981,3458,500,1156,1683,,2164,13715,2524,,0,260,-26,587,520,0,1987-06-30,6531,5170,2704,0,0,1.5004,13715,3024,5990,7725,2524,1557,
PG,1986,1408,1600,882,-2628,565,565,168,4632,3299,762,1121,1667,,2039,13055,2457,,0,247,-158,224,434,0,1986-06-30,6322,5320,2692,0,0,1.4996,13055,3219,5954,7101,2457,1600,
PG,1985,1231,1205,740,-2174,478,478,167,3816,2589,399,945,329,,1754,9683,877,,0,219,-293,0,246,0,1985-06-30,5292,5070,2679,0,0,1.8451,9683,1276,5272,4411,877,1205,
PG,1984,1215,1058,637,-1978,741,741,167,3656,2374,357,814,0,,1540,8898,630,,0,165,-265,0,574,0,1984-06-30,4668,4879,2672,0,0,1.9012,8898,987,5080,3818,630,1058,
PG,1983,1027,865,550,-1770,940,940,166,3468,2078,226,673,0,,1409,8135,783,,0,275,-196,0,481,0,1983-06-30,4186,4420,2652,0,0,1.7349,8135,1009,4601,3534,783,865,
RAD,2020,1484.081,1286.785,931.624,-2841.491,218.18,218.18,54.716,3700.641,2766.463,8.84,,1108.136,359.491,1921.604,9452.369,3077.268,,92.278,341.918,-48.898,2914.785,165.007,0,2020-02-29,4119.094,-5222.194,54.716,0,,-14.49485,9452.369,3105.434,674.527,8777.842,3096.594,1286.785,
RAD,2019,1618.585,1788.712,539.777,-2745.442,144.353,144.353,54.016,4101.719,2443.135,16.111,,1108.136,448.706,1871.941,7591.367,3454.585,,117.581,268.662,-31.059,482.893,624.292,0,2019-03-02,1308.514,-4713.244,54.016,0,,-6.85264,7591.367,3494.76,1186.69,6404.677,3478.649,1788.712,
RAD,2018,1651.363,1869.1,889.45,-2684.099,447.334,447.334,1067.318,4735.291,3464.065,20.761,,1421.12,590.443,1799.539,8989.327,3340.099,,438.137,902.491,-34.549,553.378,811.227,0,2018-03-03,1431.246,-4282.471,53.3659,0,,-7.69317,8989.327,3391.635,1601.01,7388.317,3370.874,1869.1,
RAD,2017,1613.909,1771.126,953.403,-2598.991,245.41,245.41,1053.69,5065.288,3005.248,17.709,,1682.847,715.406,1789.541,11593.752,3235.888,,1047.67,420.227,-42.317,4701.342,2603.749,0,2017-03-04,1526.462,-5237.157,52.6845,0,,-33.86543,11593.752,3290.801,614.07,10979.682,3273.092,1771.126,
RAD,2016,1542.797,1601.008,1077.001,-3551.478,124.471,124.471,1047.754,4550.727,2996.895,26.848,,1713.475,1004.379,2697.104,11277.01,6914.393,,0,350.249,-47.781,731.399,1753.031,0,2016-02-27,2255.398,-5241.21,52.3877,0,,-40.78106,11277.01,6994.136,581.428,10695.582,6967.288,1601.008,
RAD,2015,1133.52,980.904,745.848,-3454.805,115.899,115.899,988.558,4221.758,2485,100.376,,76.124,421.48,2882.98,8777.425,5397.588,,17.823,505.256,-45.85,776.629,1966.694,0,2015-02-28,2091.369,-5406.675,49.4279,0,,-8.91294,8777.425,5559.116,57.056,8720.369,5458.74,980.904,
RAD,2014,1292,949,757,-3183,146,146,971,4285,2507,49,,,431,2994,6945,5633,,,409,-37,843,271,0,2014-03-01,1957,-7516,49,0,,-51.9388,6945,5757,-2114,9059,5708,949,
RAD,2013,1385,929,1156,-2970,129,129,904,4409,2578,37,,,464,3155,7079,5904,,,,-61,964,310,0,2013-03-02,1896,-7765,45,0,,-69.0222,7079,6034,-2459,9538,5996,929,
RAD,2012,1426,1013,1065,-2791,162,162,899,4505,2570,79,,,529,3138,7364,6142,,,,-53,1132,429,0,2012-03-03,1902,-7883,45,0,,-73.0444,7364,6328,-2587,9951,6249,1013,
RAD,2011,1308,966,1049,-2601,91,91,890,4411,2420,63,,,646,3158,7556,6035,,,,-30,1190,459,0,2011-02-26,2039,-7515,45,0,,-67.0889,7556,6220,-2211,9767,6157,966,
RAD,2010,1159,956,965,-2516,104,104,888,4509,2176,52,,,823,3239,8050,6186,,,,-31,1228,425,0,2010-02-27,2293,-6959,44,0,,-60.2045,8050,6371,-1674,9723,6319,956,
RAD,2009,1257,527,1005,-2444,152,152,886,4365,2302,41,,0,1017,3509,8327,5801,,,0,-42,1253,357,0,2009-02-28,2587,-6453,44,0,,-53.6364,8327,6012,-1200,9526,5971,527,
RAD,2008,1426,666,1110,-2206,156,156,830,4922,2798,186,,1783,1187,3937,11488,5610,,,76,-20,1179,722,0,2008-03-01,2873,-3537,42,0,,-39.2857,11488,5986,1711,9777,5800,666,
RAD,2007,903,374,652,-1976,106,106,537,2953,1590,16,,656,178,2336,7091,2910,,,19,-24,754,1561,0,2007-03-03,1743,-2462,27,0,,12.4074,7091,3100,1663,5428,3084,374,
RAD,2006,862,355,672,-1807,76,76,528,2885,2143,584,,656,193,2341,6988,2299,,,25,-24,771,1537,0,2006-03-04,1717,-2489,26,0,,10.7692,6988,3051,1607,5381,2467,355,
RAD,2005,758,483,657,-1699,163,163,520,3007,1672,224,,685,179,2310,5933,2928,,,34,-22,850,328,0,2005-02-26,1734,-3751,26,0,,-38.4615,5933,3311,323,5610,3088,483,
RAD,2004,758,670,665,-1585,335,335,516,3378,1484,24,,685,177,2223,6246,3697,,,36,-23,902,124,0,2004-02-28,1883,-4053,26,0,,-49.5,6246,3892,-8,6254,3868,670,
RAD,2003,755,576,625,-1514,365,365,515,3244,1567,104,,685,200,2195,6134,3590,,,83,-23,900,137,0,2003-03-01,1869,-4118,26,0,,-53.4615,6134,3863,-93,6226,3759,576,
RAD,2002,843,582,627,-1344,344,344,515,3290,1765,209,,230,696,2262,6479,3671,,,86,-13,838,168,0,2002-03-02,2096,-4006,26,0,0,-49.1154,6479,4056,29,6450,3847,582,
RAD,2001,896,504,669,-1216,92,583,348,3617,1661,37,,212,856,2445,7914,4786,,,58,70,730,189,0,2001-03-03,3041,-3172,17,0,491,-103.2941,7914,5895,-335,8249,5858,504,
RAD,2000,1771,756,832,-1170,185,185,260,3805,2912,76,79,1635,1496,2644,10808,5389,,,207,-6,858,241,148,2000-02-26,3630,-1420,13,26,,-231.3846,10808,6609,451,10357,6507,904,
RAD,1999,1456,750,403,-963,83,83,259,3802,3690,1550,138,3107,441,2893,10422,3234,,,281,0,311,204,0,1999-02-27,2868,1335,13,0,,-45.6923,10422,4854,2977,7444,3304,750,
RAD,1998,1184,165,367,-890,91,91,258,3378,1771,48,249,1557,411,3061,7655,2466,,0,173,-1,168,139,0,1998-02-28,2171,1314,13,0,,73,7655,2599,2916,4739,2551,165,0
RAD,1997,601,371,473,-774,7,7,129,2771,1172,44,222,1261,384,2337,6417,2318,,0,53,-2,119,105,0,1997-03-01,1896,1100,12,0,,70.3333,6417,2460,2489,3928,2416,371,-105
RAD,1996,272,247,50,-698,3,3,90,1465,630,233,114,141,197,1171,2842,994,,0,75,0,0,59,0,1996-03-02,980,1056,8,0,,95.625,2842,1227,1104,1738,994,247,-105
RAD,1995,273,240,79,-649,7,7,90,1373,577,138,78,100,154,1070,2473,806,,27,87,-1,0,67,0,1995-03-04,778,955,8,0,,94.75,2473,944,1012,1461,806,240,-96
RAD,1994,174,186,142,-559,17,17,90,1125,362,31,59,126,,844,1989,613,0,59,16,-2,0,99,0,1994-02-26,639,866,9,0,0,92.1111,1989,644,955,1034,613,186,-59
