symbol,year,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
JJSF,2011,55.9,75,17.5,-322.2,87.5,113,45,259.9,75.8,0.3,41.1,70.1,52,63.5,550.8,,42,4.2,2.2,-3.9,1,2.2,0,2011-09-24,124.7,391.3,18.7,0,25.5,16.5936,550.8,0.8,432.4,118.4,0.5,75,
JJSF,2010,52.3,68.2,16.5,-304.3,74.7,90.1,38.5,220.5,71.1,0.2,30.4,70.1,55.3,50.6,484,,26.3,3.8,2,-2.9,1.3,1.7,1.7000000000000028,2010-09-25,110.1,345,18.5,0,15.5,13.7946,484,0.9,380.6,103.4,0.6,69.9,
JJSF,2009,48.2,59.7,17.6,-286,60.3,99,41.8,211.1,67.7,0.1,27,60.3,49.1,46,439.8,,20,3.7,1.8,-3.4,2,2.1,0.7999999999999972,2009-09-26,97.2,304.5,18.5,0,38.7,12.6162,439.8,0.4,342.8,97,0.3,60.5,
JJSF,2008,48.6,61.2,15.8,-271.1,44.3,60.7,48.4,177.2,66.2,0.1,23.1,60.3,53.6,49.1,408.4,,,3.6,1.7,-2,2,24.2,0.6999999999999957,2008-09-27,93.1,270.4,18.7,0,16.5,10.8449,408.4,0.5,316.8,91.6,0.4,61.9,
JJSF,2007,45.3,56.8,17.6,-259.6,15.8,57,47.3,165.4,64.6,0.1,19.2,60.3,58.3,46.6,380.3,,,3.1,1.6,-2,0.5,3.1,0.4000000000000057,2007-09-29,93.2,250.3,18.7,0,41.2,9.4599,380.3,0.6,295.6,84.7,0.5,57.2,
JJSF,2006,40.8,53,16.1,-248.4,17.6,76.6,41.1,172.2,58.3,0,18.2,57.9,22.7,37.8,340.8,,,2.7,1.4,-2,0.6,2.5,0.7000000000000028,2006-09-30,85.4,224.5,18.5,0,59,9.8919,340.8,0,263.7,77.2,0,53.7,
JJSF,2005,37,46.3,14.7,-237.1,15.8,70,36.1,154.2,52.9,,18,53.6,7,33.7,305.9,0,,2.4,1.1,-1.9,0.3,2,0.6000000000000014,2005-09-24,89,200.6,18.3,0,54.2,9.5137,305.9,0,234.8,71.2,0,46.9,
JJSF,2004,34.5,47.8,13.1,-225.4,19.6,56.1,33.1,138.4,47.6,,19.2,46.5,1.8,29.6,277.4,0,0,3.4,,-2.1,0.5,1.3,0.20000000000000284,2004-09-25,89.5,179.1,18,0,36.5,8.9889,277.4,0,210.1,67.3,0,48,
JJSF,2003,27.3,37.6,12.8,-211.5,37.7,37.7,28.1,103.2,40.1,0,16.2,45.9,1.2,23.2,239.5,0,0.3,2.8,,-2,0.7,1.8,0.6000000000000014,2003-09-27,87.1,156.4,17.5,0,,7.7429,239.5,0,182.6,56.9,0,38.2,
JJSF,2002,27.7,36.9,12.6,-195.9,14.2,14.2,34,75.4,40.2,0,10.8,45.9,1.5,22.2,220,0,0.7,,,-1.8,0.3,2.2,1,2002-09-28,94.4,136.5,17.8,0,,6.8146,220,0,168.7,51.3,0,37.9,
JJSF,2001,24.5,35.5,16,-174.7,7.4,7.4,29.4,67.4,40.7,0.1,9.2,47.7,,21.7,224.5,28.4,1.5,,,-1.6,0.1,3.1,1.5,2001-09-29,104.8,118.4,17.3,0,,5.6879,224.5,28.5,146.1,78.3,28.4,37,
JJSF,2000,24.9,33,8.7,-152.2,1.4,1.4,28.4,57.9,35.8,2.2,8.3,48.8,,21.5,220,42.5,1.6,,,-1.6,0.1,2.6,0.6000000000000014,2000-09-30,109.2,106.5,17,0,,4.9706,220,44.7,133.3,86.8,42.5,33.6,
JJSF,1999,23.3,31.4,8.4,-130.3,5.9,6.9,36.3,56.1,39.9,8.2,7.7,50.8,,16.2,213.7,34.7,1.9,,,-1.6,0.2,2.9,0.5,1999-09-25,102,96.5,18,0,0.9,4.4611,213.7,42.9,131.2,82.5,34.7,31.9,
JJSF,1998,23.2,32.7,8.9,-112.4,3.2,3.2,39.1,55.1,40.6,8.4,4.4,51.9,,16.4,213.3,48.2,3.1,,0,-1.7,0.4,3,1.6999999999999957,1998-09-26,100.1,82.3,18.1,0,0,3.7459,213.3,56.6,119.7,93.6,48.2,34.4,
JJSF,1997,13.3,23.4,8.7,-97.1,1.4,1.4,36.9,41.2,22,0,3.4,21.5,,13.5,136.8,5,3.8,,0,-1.4,0.5,3.1,2.1000000000000014,1997-09-27,67.2,70.4,17.7,0,0,4.7684,136.8,5,105.9,30.9,5,25.5,
JJSF,1996,10.4,17.3,7,-83.9,10.5,11.8,35.8,42.2,17.4,0,3.4,9.3,,11.3,123.1,5,10.5,,0,-1.4,0.6,2.9,0.8999999999999986,1996-09-28,58.2,62.2,17.5,0,1.2,4.9943,123.1,5,96.7,26.4,5,18.2,
JJSF,1995,10.6,17.5,5.9,-71.4,10.7,14.5,40.8,44.5,16.5,0,5,8.6,,11,123.3,5,2.6,,0,-1.1,0.7,8.3,0,1995-09-30,59.2,56.4,18.3,0,3.8,4.776,123.3,5,96.1,27.2,5,17.5,
JJSF,1994,11.9,17.2,4.5,-59.8,6.6,11.1,49.9,41.4,16.4,0,,9.8,,11.5,127.4,5,0,,0,0,5.4,13.1,0,1994-09-24,63.1,50.6,19.8,0,4.4,4.5859,127.4,5,100.5,26.8,5,17.2,
JJSF,1993,9.2,16.1,4.4,-47,8.5,15.8,55.9,43.5,13.6,0,,9.4,,10.5,121.5,5,0,,0,0,4.9,11.3,0,1993-09-25,57.4,42.1,20.6,0,7.3,4.301,121.5,5.1,98,23.5,5,16.1,
JJSF,1992,9,14.1,3.7,-35.2,0.6,15.7,56.3,41,12.9,0.1,,10.2,,9.8,112.4,5.1,0,,0,0,4.4,7.2,0,1992-09-26,54,33.7,20.8,0,15.1,3.8365,112.4,5.2,90.1,22.4,5.1,14.1,
JJSF,1991,6.8,11.9,3.1,-27,15.2,23.7,58.7,46.3,11.2,1.3,,11.2,,9.1,104.4,2.4,0,,0,0,4.3,5.5,0,1991-09-28,41.4,27.8,21.3,0,8.5,3.5352,104.4,3.7,86.4,18,2.4,11.9,
JJSF,1990,10.6,11.2,2.3,-20.2,2,2.4,28.8,22.7,15.2,2.3,,12.2,,8.2,75.1,5.9,0,,0,0,3.6,4.8,0,1990-09-29,35.4,21.7,16.5,0,0.4,2.3212,75.1,8.1,50.5,24.6,5.9,11.2,
JJSF,1989,5.7,9.6,2.1,-15,4.8,6.8,29.5,24.2,9.9,2.1,,10.5,,7.1,66.6,6.7,0,,0,0,2.4,2.7,0,1989-09-30,29.2,18,16.6,0,2,2.2289,66.6,8.8,47.5,19.1,6.7,9.6,
JJSF,1988,7.2,5.4,2.3,-10.8,6.9,15.7,10.4,21.9,10.9,1.5,,10.6,,0.9,62.3,27.4,0,,0,0,1.3,3.9,0,1988-09-24,25.9,12.1,12.5,0,8.8,0.96,62.3,28.9,22.5,39.8,27.4,5.4,
JJSF,1987,4.9,8,1.8,-7.2,5.9,14.5,7.3,26.1,8.8,1.6,,4.2,,3,53.8,27.6,0,,0.6,0,0.6,4.1,0,1987-09-26,19.3,7.9,11.7,0,8.6,0.9402,53.8,29.2,15.2,38.6,27.6,8,
JJSF,1986,2.2,2.8,0.6,-5.1,4.5,7.1,7.3,11.2,4,1,,1.6,,1.2,23.3,6.6,0,,0.1,0,0.3,2.1,0,1986-09-27,8.4,5.1,11.7,0,2.6,0.9231,23.3,7.7,12.4,10.9,6.6,2.8,
JJSF,1985,1.5,2.3,0.4,-3.8,2,2,0.1,5.2,3.2,0.7,,0.6,,0.7,13,6.1,0,,0.7,0,0,1.8,0,1985-09-28,5.4,3.6,8.5,0,0,0.3529,13,6.8,3.6,9.4,6.1,2.3,
K,2019,2387,1305,1045,-5439,397,397,105,3431,4778,620,596,5861,2576,1226,17564,7195,404,232,619,-1448,1681,1139,271,2019-12-28,4153,7859,341.54303,107,,-16.65969,17564,7922,2747,14817,7195,1576,-4690
K,2018,2427,1153,866,-5442,321,321,105,3157,4529,510,730,6050,3361,1330,17780,8207,413,131,550,-1500,1155,1068,222,2018-12-29,3731,7652,343.86547,176,,-19.80426,17780,8893,2601,15179,8207,1375,-4551
K,2017,2269,1240,893,-5650,281,281,105,3036,4522,409,355,5504,2639,1217,16351,7836,429,149,581,-1457,1444,1027,149,2017-12-30,3716,7069,350,370,,-17.04286,16351,8615,2178,14173,7836,1389,-4417
K,2016,2014,1098,754,-5280,280,280,105,2940,4474,631,525,5166,2369,1238,15111,6698,438,40,637,-1575,1488,629,133,2016-12-31,3569,6571,351.06933,438,,-16.02248,15111,7767,1910,13201,6698,1231,-3997
K,2015,1907,1161,772,-5236,251,251,105,3236,5739,1266,685,4968,2268,1250,15251,5275,456,260,590,-1376,1414,702,183,2016-01-02,3621,6597,350.02408,1204,,-14.59328,15251,7745,2128,13123,5275,1344,-3943
K,2014,1528,1094,766,-5526,443,443,105,3340,4364,607,726,4971,2295,1279,15153,5935,,220,635,-1213,1277,778,182,2015-01-03,3769,6689,356,828,,-12.5758,15153,7370,2789,12364,5935,1276,-3470
K,2013,1432,1226,803,-5501,273,273,105,3267,3835,289,928,5051,2367,1248,15474,6330,,205,572,-936,774,933,198,2013-12-28,3856,6749,363,739,,-10.6694,15474,7358,3545,11929,6330,1424,-2999
K,2012,1402,1179,783,-5209,281,281,105,3380,4523,755,523,5053,2359,1365,15184,6082,,161,518,-931,1576,610,275,2012-12-29,3782,5615,361,1065,,-13.831,15184,7902,2419,12765,6082,1454,-2943
K,2011,1189,1188,652,-4847,460,460,105,3027,3313,761,637,3623,1454,1132,11901,5037,,149,477,-2458,1152,516,0,2011-12-31,3281,6721,357,234,,-9.2913,11901,6032,1760,10141,5037,1188,-3130
K,2010,1149,1190,558,-4690,444,444,105,2915,3184,952,697,3628,1456,1056,11847,4908,,110,481,-1914,904,720,0,2011-01-01,3128,6122,366,44,,-7.9945,11847,5904,2158,9689,4908,1190,-2650
K,2009,1077,1093,731,-4520,334,334,105,2558,2288,1,425,3643,1458,910,11200,4835,,128,435,-1966,1377,531,0,2010-01-02,3010,5481,381,44,,-7.4252,11200,4880,2272,8928,4835,1093,-1820
K,2008,1135,866,637,-4171,255,255,105,2521,3552,1,300,3637,1461,897,10946,4068,,112,392,-2141,1578,394,277,2009-01-03,2933,4836,382,1387,,-9.555,10946,5456,1448,9498,4068,1143,-1790
K,2007,1081,903,694,-4313,524,524,105,2717,4044,466,647,3515,1450,924,11397,3270,,103,314,-827,910,725,123,2007-12-29,2990,4217,390,1489,,-6.2538,11397,5225,2526,8871,3270,1026,-1357
K,2006,910,834,649,-4102,411,411,105,2427,4020,723,619,3448,1420,824,10714,3053,,116,469,-1046,953,603,111,2006-12-31,2816,3630,398,1268,,-7.0327,10714,5044,2069,8645,3053,945,-912
K,2005,883,776,597,-3816,219,219,105,2197,3163,84,946,3455,1438,717,10575,3703,,208,487,-576,480,836,103,2005-12-31,2648,3266,405,1111,,-6.4444,10575,4897,2284,8291,3703,879,-570
K,2004,767,688,662,-3779,417,417,104,2122,2846,279,1188,3095,2021,681,10790,3893,,102,428,-440,607,837,88,2005-01-01,2715,2701,413,710,,-6.9225,10790,4881,2257,8533,3893,776,-108
K,2003,704,702,693,-3439,141,141,104,1797,2766,578,1063,3098,2034,650,10231,4265,,150,471,-729,693,521,53,2003-12-27,2780,2248,410,321,,-9,10231,5164,1443,8788,4265,755,-204
K,2002,619,665,660,-3012,101,101,104,1763,3015,776,986,3107,2026,603,10219,4519,,208,538,-853,804,483,76,2002-12-28,2840,1873,408,421,,-10.3873,10219,5717,895,9324,4519,741,-278
K,2001,578,677,579,-2659,232,232,104,1902,2208,82,950,3070,2051,575,10369,5619,,182,455,-551,721,393,85,2001-12-31,2953,1565,407,513,,-10.4398,10369,6215,872,9497,5619,762,-337
K,2000,388,599,275,-2508,204,204,104,1607,2493,901,267,208,199,444,4896,709,,137,443,-435,530,355,86,2000-12-31,2527,1501,406,485,,1.2069,4896,2096,898,3999,709,685,-374
K,1999,305,553,338,-2516,151,151,104,1569,1588,3,251,201,135,504,4809,1613,,109,423,-331,544,263,126,1999-12-31,2641,1317,405,519,,1.1802,4809,2134,813,3996,1613,679,-381
K,1998,387,542,344,-2358,136,136,104,1497,1719,1,259,186,194,451,5052,1615,,146,366,-292,570,287,151,1998-12-31,2889,1368,405,620,,1.2593,5052,2236,890,4162,1615,693,-394
K,1997,328,588,409,-2207,173,173,104,1468,1657,211,238,194,191,434,4878,1415,,178,341,-282,570,251,0,1997-12-31,2773,1240,411,369,,1.4891,4878,1995,998,3880,1415,588,-157
K,1996,335,592,421,-2087,244,244,78,1529,2199,501,226,194,187,425,5050,727,,184,289,-166,616,208,0,1996-12-31,2933,4150,419,653,,2.1527,5050,1881,1282,3768,727,592,-2903
K,1995,371,590,388,-1953,222,222,78,1429,1265,2,202,2,7,377,4415,718,,240,317,-194,639,191,0,1995-12-31,2785,3963,433,188,,3.6513,4415,908,1591,2824,718,590,-2361
K,1994,335,565,575,-1708,266,266,78,1434,1185,1,269,,0,396,4467,719,,206,0,-159,487,141,0,1994-12-31,2893,3801,443,275,,4.0813,4467,995,1808,2660,719,565,-1981
K,1993,309,537,518,-1504,98,98,78,1245,1215,2,337,,59,403,4237,522,,86,0,-193,451,165,0,1993-12-31,2768,3409,456,387,,3.6272,4237,910,1713,2524,522,537,-1653
K,1992,314,519,545,-1331,126,126,78,1237,1071,2,185,,53,416,4015,315,,66,0,-130,499,62,0,1992-12-31,2663,3034,475,210,,3.9832,4015,527,1945,2070,315,519,-1105
K,1991,290,420,586,-1243,178,178,77,1173,1324,261,339,,50,401,3926,15,,64,0,14,88,57,0,1991-12-31,2647,2889,481,188,,4.3867,3926,464,2160,1766,15,420,-881
K,1990,247,430,480,-1077,101,101,39,1041,1110,102,347,,63,360,3749,296,,70,0,37,95,50,0,1990-12-31,2595,2542,483,280,,3.8075,3749,678,1902,1848,296,430,-797
K,1989,251,355,308,-896,80,80,39,906,1037,102,289,,35,394,3390,371,,0,0,-38,59,43,0,1989-12-31,2406,2271,488,376,,3.2787,3390,850,1634,1756,371,355,-710
K,1988,365,405,378,-785,185,185,39,1063,1184,133,0,,53,362,3298,272,,0,0,2,359,49,0,1988-12-31,2132,2011,492,307,,2.9065,3298,712,1483,1815,272,405,-632
K,1987,312,275,390,-679,126,126,39,802,853,24,0,,77,311,2681,290,,0,0,-5,326,63,0,1987-12-31,1739,1718,494,127,,2.2955,2681,442,1211,1470,290,275,-598
K,1986,263,218,288,-573,198,198,38,730,686,136,0,,28,265,2084,264,,0,0,-95,235,46,0,1986-12-31,1281,1482,494,0,,1.7611,2084,400,898,1186,264,218,-576
K,1985,190,204,220,-495,128,128,38,618,444,35,0,,28,246,1726,393,,0,0,-112,206,44,0,1985-12-31,1036,1289,493,0,,1.3286,1726,427,683,1043,393,204,-577
K,1984,127,183,196,-425,309,309,38,752,664,341,0,,31,221,1667,364,,0,0,-133,152,29,0,1984-12-31,856,1118,614,0,,0.7443,1667,705,487,1180,364,183,-578
K,1983,117,61,224,-394,188,188,38,663,361,20,0,,29,157,1467,19,,40,0,-86,110,32,0,1983-12-31,743,992,612,0,,1.5507,1467,39,978,489,19,61,0
KDP,2019,3176,1115,969,-729,75,75,14,2273,6474,388,6030,20172,24117,654,49518,12827,192,283,374,104,661,239,69,2019-12-31,2525,1582,1406.85231,1567,,-14.94969,49518,15051,23257,26261,13096,1184,
KDP,2018,2300,1150,975,-676,83,83,14,2159,5702,405,5923,20011,23967,626,48918,14201,231,118,417,-130,254,240,73,2018-12-31,2310,1178,1405.94492,1605,,-15.25309,48918,16516,22533,26385,14506,1223,
KDP,2017,365,668,449,-1705,61,61,2,1117,1238,79,614,3561,3781,229,10022,4230,73,110,345,-202,1319,292,42,2017-12-31,1198,2651,179.74303,0,,-27.21107,10022,4479,2451,7571,4400,710,
KDP,2016,303,595,438,-1584,1787,1787,2,2736,1051,10,812,2993,2656,202,9791,4325,74,83,300,-229,1326,194,51,2016-12-31,1138,2266,183.11984,0,,-19.19508,9791,4478,2134,7657,4468,646,
KDP,2015,277,570,446,-1493,911,911,2,1817,1583,507,787,2988,2663,209,8869,2746,71,69,353,-195,1441,174,58,2015-12-31,1156,2165,187.84151,0,,-18.46237,8869,3382,2183,6686,2875,628,
KDP,2014,289,556,401,-1401,237,237,2,1211,1038,3,801,2990,2684,204,8265,2497,39,153,345,-137,1552,200,61,2014-12-31,1141,1771,192.9577,0,,-17.51679,8265,2583,2294,5971,2580,617,
KDP,2013,271,564,347,-1279,153,153,2,1119,1030,66,755,2988,2694,200,8201,2453,15,87,346,-88,1631,212,58,2013-12-31,1173,1393,198,0,,-17.197,8201,2574,2277,5924,2508,622,
KDP,2012,283,552,358,-1163,366,366,2,1335,1232,250,630,2983,2684,197,8928,2498,14,80,341,-110,2232,271,50,2012-12-31,1202,1080,205,0,,-16.522,8928,2804,2280,6648,2554,602,
KDP,2011,265,585,375,-1038,701,701,2,1757,1915,452,586,2980,2677,212,9283,2249,13,96,823,-110,2263,274,50,2011-12-31,1152,740,212,0,,-16.0094,9283,2708,2263,7020,2256,635,
KDP,2010,298,536,342,-913,315,315,2,1309,1338,404,1083,2984,2691,244,8859,1677,11,57,294,-28,2292,277,35,2010-12-31,1168,400,224,0,,-14.3571,8859,2091,2459,6400,1687,571,
KDP,2009,252,540,359,-789,280,280,3,1279,854,0,1038,2983,2702,262,8776,2947,9,53,243,-59,737,292,32,2009-12-31,1109,87,254,0,,-9.8346,8776,2960,3187,5589,2960,572,
KDP,2008,234,532,321,-686,214,214,3,1237,801,0,981,2983,2712,263,8638,3522,12,93,246,-106,727,704,51,2008-12-31,990,-430,254,0,,-12.1575,8638,3522,2607,6031,3522,583,
KDP,2007,432,604,327,-603,67,67,0,2739,1135,126,1324,3183,3617,325,10528,2912,13,81,250,20,136,108,1586,2007-12-31,868,0,254,0,,-26.6929,10528,3038,5021,5507,2912,2190,
KDP,2006,439,567,280,-499,35,35,,1632,1691,708,1292,3180,3651,300,9346,3084,12,61,264,1,29,116,597,2006-12-31,755,,254,0,,-26.8898,9346,3792,3250,6096,3084,1164,
KDP,2005,350,290,257,-418,28,28,,1331,1136,404,986,2444,2947,176,7433,2858,245,20,125,10,27,140,734,2006-01-01,326,,254,0,,-21.185,7433,3262,2426,5007,2858,1024,
MKC,2019,846.9,502.9,605.5,-867,155.4,155.4,1888.6,1550.2,2154.4,97.7,697.6,4505.2,2923.4,801.2,10362.1,3494.9,310.4,27.4,3.6,-500.2,427.6,120.3,0,2019-11-30,952.6,2055.8,132.9,600.7,,-29.98044,10362.1,4324.2,3444.2,6917.9,3625.8,502.9,
MKC,2018,710,518.1,635.4,-1081.4,96.6,96.6,1770.6,1479.9,2001.7,83.5,706.5,4527.9,2873.3,786.3,10256.4,3914.3,288,4.4,12.8,-359.9,313.1,102.2,0,2018-11-30,985.1,1760.2,132.1,560,,-32.02347,10256.4,4696.4,3170.9,7085.5,4052.9,518.1,
MKC,2017,639.9,555.1,717,-1056.8,186.8,186.8,1672.9,1617,1947.3,325.6,1094.5,4490.1,3071.1,793.3,10385.8,4443.9,290.6,12.7,7.2,-279.5,329.2,107.9,0,2017-11-30,809.1,1166.5,131,257.6,,-38.17786,10385.8,5027.1,2559.9,7825.9,4443.9,555.1,
MKC,2016,450.8,465.2,572.1,-960.8,118.4,118.4,1084.2,1421.8,1422.7,2.9,79.9,1771.4,424.9,756.3,4635.9,1054,250.8,4.9,6.6,-514.4,441.2,97.6,0,2016-11-30,669.4,1056.8,125.3,390.3,,-4.54669,4635.9,1447.2,1626.6,3009.3,1054,465.2,
MKC,2015,411.9,455.2,482.4,-912.9,112.6,112.6,1039.6,1357.4,1238.6,203.5,100.4,1759.3,372.1,710.8,4472.6,1051.4,263.2,5.9,1.3,-406.1,395.3,102.2,0,2015-11-30,618.4,1036.7,127.3,139.5,,-3.62294,4472.6,1394.4,1670.2,2802.4,1051.4,455.2,
MKC,2014,372,494,478,-879,77,77,996,1416,1122,1,108,1722,331,714,4414,1014,269,12,1,-186,361,73,0,2014-11-30,603,983,128,270,,-2.0391,4414,1285,1792,2622,1014,494,
MKC,2013,387,496,460,-831,63,63,962,1370,1063,3,139,1799,333,677,4450,1019,264,13,2,0,281,107,0,2013-11-30,577,970,131,212,,-1.5191,4450,1233,1933,2517,1019,496,
MKC,2012,376,466,419,-786,79,79,908,1285,1188,252,57,1695,324,615,4165,779,314,91,,-160,442,,0,2012-11-30,547,935,133,140,,-2.5263,4165,1172,1683,2483,779,466,
MKC,2011,367,427,404,-746,54,54,822,1223,993,5,72,1694,350,614,4088,1030,202,111,,-59,375,96,0,2011-11-30,523,839,133,217,,-3.3308,4088,1252,1602,2486,1030,427,
MKC,2010,303,387,278,-675,51,51,757,1016,835,100,49,1417,233,478,3420,780,187,87,153,-4,294,79,0,2010-11-30,488,701,133,0,,-1.4737,3420,880,1454,1966,780,387,
MKC,2009,284,365,248,-639,40,40,634,971,818,15,33,1480,237,446,3388,875,123,108,170,109,327,88,0,2009-11-30,490,592,132,101,,-2.8939,3388,991,1335,2053,875,365,
MKC,2008,266,415,261,-549,39,39,582,968,1034,51,48,1230,375,439,3220,885,99,66,153,48,198,87,0,2008-11-30,461,425,130,303,,-4.2308,3220,1239,1055,2165,885,415,
MKC,2007,243,457,253,-541,46,46,501,983,861,0,55,880,208,430,2788,574,108,40,215,260,203,122,0,2007-11-30,488,324,128,149,,-0.0156,2788,723,1085,1702,574,457,
MKC,2006,224,379,230,-496,49,49,444,899,781,1,68,804,194,406,2568,570,96,44,245,140,213,105,0,2006-11-30,470,349,130,81,,-0.4923,2568,651,933,1635,570,379,
MKC,2005,198,369,190,-494,30,30,387,800,699,1,79,664,158,344,2273,464,108,37,205,28,202,73,0,2005-11-30,470,385,133,105,,-0.1654,2273,570,800,1473,464,369,
MKC,2004,195,408,208,-502,70,70,336,864,773,33,,713,115,350,2370,465,103,,197,120,211,88,0,2004-11-30,487,434,136,140,,0.4559,2370,638,890,1480,465,408,
MKC,2003,179,348,182,-454,25,25,263,762,713,17,,709,8,363,2148,449,92,0,181,20,210,119,0,2003-11-30,458,473,137,154,,0.2774,2148,620,755,1393,449,348,
MKC,2002,202,342,191,-505,47,47,231,725,673,1,,500,7,306,1931,454,89,,143,-97,211,143,0,2002-11-30,468,459,140,137,,0.6143,1931,591,592,1339,454,342,
MKC,2001,184,296,153,-463,31,31,203,636,714,1,26,459,6,278,1772,454,88,,166,-84,115,159,0,2001-11-30,425,344,138,210,,-0.0145,1772,665,463,1309,454,296,
MKC,2000,185,303,147,-407,24,24,175,620,1027,79,3,,453,274,1660,160,75,,143,-79,110,139,0,2000-11-30,373,263,137,473,,-0.6861,1660,712,359,1301,160,303,
MKC,1999,149,214,108,-372,12,12,174,491,471,8,4,,143,234,1189,241,61,4,114,-34,91,131,0,1999-11-30,363,243,141,93,,1.7021,1189,342,382,806,241,214,
MKC,1998,146,213,84,-346,18,18,169,504,518,25,4,,161,251,1259,250,52,15,124,-43,98,165,0,1998-11-30,377,262,145,139,,1.5655,1259,414,388,871,250,213,
MKC,1997,150,217,100,-314,14,14,159,507,498,9,2,158,,252,1256,276,81,14,126,-31,86,131,0,1997-11-30,380,264,148,112,,1.5878,1256,398,393,863,276,217,0
MKC,1996,154,217,121,-293,22,22,161,534,499,10,5,165,,245,1327,291,78,34,115,-25,81,149,0,1996-11-30,400,314,156,98,,1.8269,1327,400,450,877,291,217,0
MKC,1995,137,202,97,-373,12,12,161,671,647,12,25,181,,383,1614,349,47,34,106,-29,74,191,22,1995-11-30,525,388,162,295,,2.0926,1614,656,519,1095,349,224,0
MKC,1994,128,209,,-332,16,16,152,658,601,12,19,196,,374,1569,374,62,43,14,-5,84,148,0,1994-11-30,505,343,136,220,,2.1618,1569,606,490,1079,374,209,0
MKC,1993,114,175,,-289,13,13,147,540,393,8,39,131,,321,1313,346,46,13,17,-10,68,131,0,1993-11-30,466,330,133,102,,2.5263,1313,457,467,846,346,175,0
MKC,1992,109,158,,-251,2,2,123,468,420,11,58,88,,282,1131,201,42,6,18,-4,14,115,0,1992-11-30,419,319,132,136,,2.6515,1131,348,438,693,201,158,0
MKC,1991,95,150,,-227,6,6,100,445,360,35,55,71,,269,1032,208,31,,11,8,20,107,0,1991-11-30,379,281,130,78,,2.4462,1032,320,389,643,208,150,
MKC,1990,96,144,,-202,5,5,75,409,306,5,47,76,,239,947,211,22,0,19,15,18,86,0,1990-11-30,354,274,131,58,,2.1985,947,274,364,583,211,144,0
MKC,1989,76,118,,-174,52,52,65,406,245,0,63,58,,218,865,211,21,0,10,4,0,50,0,1989-11-30,330,278,138,50,,2.087,865,261,346,518,211,118,0
MKC,1988,72,125,,-167,11,11,64,387,277,4,33,65,,221,770,166,82,,9,10,,8,0,1988-11-30,228,282,153,67,,1.4967,770,237,294,476,166,125,-63
MKC,1987,63,113,,-152,7,7,64,367,272,1,26,60,,219,718,139,89,0,12,4,0,4,0,1987-11-30,199,254,159,98,,1.3836,718,238,281,437,139,113,-42
MKC,1986,82,110,,-138,4,4,64,325,234,7,21,51,,188,629,102,70,0,12,-5,0,5,0,1986-11-30,177,239,165,45,,1.3333,629,154,272,357,102,110,-27
MKC,1985,59,95,,-127,3,3,64,280,213,6,14,53,,168,582,95,79,0,13,-5,0,8,0,1985-11-30,162,218,169,51,,1.2249,582,151,261,321,95,95,-16
MKC,1984,57,90,,-116,4,4,64,269,193,8,9,53,,161,542,97,73,0,11,-6,0,7,0,1984-11-30,140,199,169,37,,1.1243,542,141,244,299,97,90,-13
MKC,1983,38,75,,-104,3,3,63,228,140,6,7,11,,139,419,57,43,0,14,-5,0,8,0,1983-11-30,129,159,175,12,,1.1714,419,75,216,203,57,75,-1
MCK,2020,37195,16936,3675,-1829,4015,4015,2,42222,42624,1052,2255,9360,3156,16734,61247,6184,0,1020,702,-1703,3322,2258,3014,2020-03-31,4251,13022,162,0,,-45.82716,61247,7387,5092,56155,6335,19950,-12892
MCK,2019,33853,14662,3425,-1778,2981,2981,3,38465,37626,330,2998,9358,3689,16709,59672,7265,3513,17,18,-1851,2103,2099,3584,2019-03-31,2548,12409,190,0,,-26.06842,59672,7595,8094,51578,7265,18246,-8902
MCK,2018,32177,14133,3309,-1469,2672,2672,3,37136,36685,1129,2804,10924,4102,16310,60381,6751,3728,15,70,-1718,2625,2027,3578,2018-03-31,2464,12986,202,0,,-25.85149,60381,7880,9804,50577,6751,17711,-7655
MCK,2017,31022,14322,3004,-1511,2783,2783,3,36948,35612,1057,3678,10586,3665,15278,60969,7305,4063,18,346,-2143,1774,3415,3893,2017-03-31,2292,13189,211,183,,-14.95735,60969,8545,11095,49874,7305,18215,-5982
MCK,2016,28585,14269,3948,-1506,4048,4048,3,38435,35069,1610,2734,9786,3021,15335,56523,6497,0,39,919,-1563,1809,3003,3711,2016-03-31,2278,8360,225,7,,-17.25778,56523,8114,8924,47599,6497,17980,-3721
MCK,2015,25166,12949,3690,-1399,5341,5341,4,36670,33497,1529,0,9817,3441,14296,53870,8180,0,21,2977,-1720,2722,1897,2965,2015-03-31,2045,12705,232,135,,-22.65948,53870,9844,8001,45869,8180,15914,-9956
